label	evaluation
0	其实我自己是知道答案的，之所以问你也不过是给自己一个心理安慰罢了。 
1	爱了爱了，好好听[亲亲][亲亲] 
1	你会多隆重的来邀请我 
1	想起来当初也一起用过情头了[多多耍酷] 
0	早知道就不要去招惹他 
0	我才不会问你爱不爱我，其实你从来就没有爱过我 
0	我擦。。。你们排着队挤兑我哩！！！！[抓狂][抓狂]
0	苍天啊！大地啊！您还真下雨了啊！[抓狂]
0	回复@黎恒路:是球迷失眠吧。 //@黎恒路:杜局，失业了啊，[泪]
0	//@假装是厨神:[晕] //@我就是这幅腔调:[晕]//@王颖007:[晕][晕]//@段贵发:信息量是购大
0	呵呵！终于找到一个了。//@MyMeowLovesLOMO: @lomo小强 [嘻嘻][衰] 今晚有个演出我差点给忘了。。。
0	弟兄们顶住！挺住！忍住！  //@菲比不能太物质: 疯疯疯[抓狂] //@翟旭鸣-at-Audi: 有有有
0	烂货一个!必须人肉之![怒]
0	回覆@邱西-xi:[酷] 明白！！ //@邱西-xi:好吧，我?在陪我表姐出??衣服晚?回去?！[害羞] //@蔡蔡只是路人乙:回覆@邱西-xi:[挖鼻屎] 在??她?看到的，白?西！！！晚上????！！哈哈哈 //@邱西-xi:回复 @蔡蔡只是路人乙:咱??需要???？[抓狂]
0	[晕]不懂hdmi...为什么我想早睡，偏偏让我失眠，为什么。。为什么。。为什么
0	给你攒着，各种口味，我已经和三里屯北区星巴克的员工混熟了[偷笑] //@唐小?:没喝到，很不开心！！！[泪][泪][泪][泪]
0	[泪][蜡烛]想骂人，骂谁呢？//@恐怖大王李西闽:[蜡烛]//@我的牛棚我的牛:唉，一根蜡烛，愿他们在天国里有丝丝温暖。[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]
0	长了颗大大的痘痘在脸上，又大又红，我介是逆生长么[生病][抓狂]
0	//@丁辰灵:同桌的温州老板说，这么搞下去，温州商人都把钱撤出温州了。温州人的鸡的屁和温州的鸡的屁要差距越来越大了。 //@侯宁: 任何企业都不经查？[晕] //@欢乐可子:任何企业都不经查,屎盘子随时扣你.想和政府做对找死! //@侯宁: 听你说，温州的星空终于可以看到星星了？
0	//@乌琳高娃：我4岁时也走丢过，可能因为胖，吃的多不好养被找到送回[太开心]。我妈当时都急疯了。想想真幸运，小孩没爸妈太可怜了[衰][衰] //@Eilean小岛: /希望能尽快/@乌琳高娃:怎么会这样。[伤心] // @轿车情报主编李耕 : 希望安全 找到
0	得承认，好多坏习惯是电商们自己惯的。//@坏人:这种情况很正常.商城 @EP_David  也说过这个问题,他们的一些高端的小西装,晚礼服,这种情况很高,还有一些带有香水味道的.......[衰]做电商了,你才知道,啥事都可能发生.目前也没什么好的办法.
0	虽然，刚刚吃完午饭的我前一秒钟还在嚷嚷着撑死了。但是，此刻电视里正在重播#舌尖上的中国#，恰巧看到了我的大爱---董氏烧海参[花心]。瞬间，我泪奔了！@大董大懂 海参能外卖不？@陈晓卿 负责结账！  [泪]
0	@中青报曹林 曹老啥看法？？//@王永: 又是南京！南京！南京，真难呀！[鄙视][怒]@袁裕来律师 @岳?山
0	可怕又可敬的亚马逊!!![抓狂] 
0	//@黄珏JJ: 请问什麽酸奶是可以吃的呢？//@苏雨农: 吃什么不是毒啊[怒] //@朱德付:同志们，现在开始广播啦。。。
0	没人性，枪毙[怒]@吉林公安：据嫌疑人周喜军交待，3月4日上午7时许，将停放在长春市西四环路与隆化路交汇处的为家超市门前的一辆银灰色RAV4丰田吉普车盗走后，驾车直奔长春至双辽公路。途中发现被盗车后座上有一名婴儿，车辆行驶到公主岭市怀德镇至永发乡公路旁，将婴儿掐死埋于雪中。
0	感人的歌曲，催泪的歌声，歌手贡保顿珠深情演绎海外同胞的思乡之情[给力][爱你][泪]【歌词大意】你们好吗朋友，这里一切安好，大家平安顺利，就在家乡团聚；坐在羊毛垫上，诸位吃好热饭，清静悠闲当中，诉说心里话儿；洁白无暇哈达，高高举过头顶，一步两步向前，相见父母尊容。（转发欣赏 本人译）
0	人间胜景。 //@Flying-Soft-Rock:// @姬十三 ：感动// @立晖 ：[花心] // @周董 ://  @黑摇  :好浪漫……[泪]
0	唱情歌的男人最?，?情歌的女人最美！[太开心][太开心][太开心]?老?跟寇老?，叫人心?喔！?我???盲?吧！//@寇乃馨:“男人不??女人流?”……除非是感?的“眼?”[泪]
0	北京啊[衰]唉！
0	[泪] //@潘石屹:祈祷，祝这位伟大创造性灵魂一路走好。脱离痛苦。走向充满爱、光和美妙音乐世界。 // @张欣 : // @新浪美股 ：[蜡烛]
0	//@余胜海:中国教育的悲哀！[蜡烛]//@郭洪钧: 罪恶的根源在中国现行教育体制！罪魁祸首就是教育部庙堂里的大老爷们！[衰][衰][衰] @王久辛 @北村 //@京城浩子哥: 呼吁给孩子天真快乐的童年！别让写不完的作业！成为孩子青春和生命的杀手！[话筒]
0	[衰][衰]//@倾听天堂之声: 没有隐私了，又一次…
0	最后一天输液，疼[泪]
0	匪夷所思的血光之灾终于降临啦！珍爱生命，远离吉列剃须刀！[泪]
0	[泪][泪]//@全球电影收录: 生命中的感动、珍惜…
0	翻唱＜菊花台＞[赞]//@徽州小生V:明月千里寄相思，暗恋，星，经典一一重现[泪]//@徽州小生V:热情的沙漠，劲歌劲舞[哈哈]//@徽州小生V:回复@音乐人_孙川:凤姐的约德尔唱法绝了[赞]@陆通-约德尔 //@音乐人_孙川:[good]
0	[心][伤心]//@环球热媒体: [话筒]救救孩子…转
0	真难过[泪]@袁小虎儿 ，好可怜，希望狗妈妈的3个孩子能去到好人家 [泪]我们都有一颗爱狗狗的心? 一起关爱狗狗
0	最悲催的事就是提前下班但是你没有家门钥匙[泪]
0	我勒个去，这会儿感冒是想要我的命啊！饿?困?难受?[泪][怒]
0	?水蛋好old school 啊 //@pandamen趴打文:因??水蛋是?品. // @美食冒?家Gastronaut :半熟蛋比?普遍。 //  @foodjunkies  :回复    @美食冒?家Gastronaut   :在星洲早餐就很常?呀~~ //   @美食冒?家Gastronaut   :我没食??水蛋[抓狂]
0	回复@壹荷独秀:[生病]不要哪 //@壹荷独秀:回复@挚爱净土golden故乡:[嘻嘻]还想等着众人齐呼“万岁”啊？ //@挚爱净土golden故乡:我想说，对我身边的人来说，那个朋友其实就是我。[悲伤] //@航旅纵横: [偷笑]爆笑耶！你们身边是否有那么一个朋友，总是让你为他/她的智商捉急？
0	走廊医生事件是公德沦丧的标志事件，比恐怖主义更恶劣！[衰]//@快乐四四1009:医生都紧跟邓小平向“钱”奔了，走廊医生遭遇全院抗议说明了一切。加强医生道德教育，严惩犯罪分子伤害无辜。 //@于洲:社会都要整体沦丧了，医院还能独善其身？一个医院逼迫走廊医生辞职又是怎么回事？
0	没有介绍的那么好，也没觉得可以让人茅塞顿开的感觉，总之对记住单词效果不佳。
0	没有介绍的那么好，还不如看点英文散文或者直接看美剧
0	没有多少实际内容，东拼西凑哇……浪费了银子
0	没有多大启发!大部分内容都是自己知道的!不建议购买!浏览一下即可！
0	没有大家说得那么好啦.感觉有点太牵强.也不是很容易帮助记忆.我都是学英文得了,也觉得难,更不用说没有学英文得读者了,我想.
0	没有标准音标，没有想象中好，适合无聊时翻翻。
0	没意思不喜欢这样的语言闲着无聊读读也可
0	没意思，把庄子写成了一本心灵鸡汤。
0	没想像中的好，行文太随便，只是小品和书信的随意结合体而已。谈不上系统的知识介绍。
0	已经不记得上次输液是啥时候了，估计得有6.7年了，这次输液的原因很可耻[泪]
0	你真烦，又招我哭[泪][泪][泪] 我看个广告都受不了，都能哭好几且，你还发这个，讨厌鬼（有你相伴很快乐，我会好起来的）//@常静-riki:@胡爷-胡美丽 经典 
0	@DorothyMa 吃了一口才?得?呀！[抓狂]同好多年前?的味道差不多?。 @Geoffrey_胡先生 一?都唔???[偷笑]。@?食能手 也喝了一口，他?：好似柚子汁?！
0	//@YouTube精选: [泪][泪][泪]You are my sunshine, my only sunshine.
0	愁死我算，这玻璃可怎么擦，怎！么！擦！[怒][怒][怒]
0	[泪]早上好，一天的飞机行程开始?困困困
0	完了！！！我男神都去当兵了！[伤心]
0	大连的解说好二啊：一个说，咦，今天裁判是外国人吗？另一个说，不是吧，是中国人[衰]
0	呃~生命只有一次啊~[抓狂]//@老乌鸦_杨峰:@简白 @胖子爱宅 @泡鱼儿 @FM104襄阳之声 @楚天襄阳网 @襄阳知道网 @襄阳汽车热线 @襄阳今日播报 @襄阳晚报 @襄阳汽车广播@杨潇同学 @苗孜孜 @茶叶的视野 @襄樊咩咩羊 @主播橼橼 @二手咸菜铺子大叔 @陈三笑 @高天高兴   @我是胖头叔 @Hi_柳飘飘 @襄樊谈客 @
0	对了，依然是如此屎的耍帅摆酷姿势[衰] //@BTV祖冲冲:哈哈哈。我们还奋战在一线好不好！！我最近不知怎么了，说什么什么准中！你怎么安排呀？要不要接见一下呀？
0	每次看到流浪狗过马路总是很揪心，可怜的狗狗惊恐无助的眼神久久不能忘[泪][泪][泪]
0	深夜不想入睡啊可是尼玛明天还要值班擦！！！[泪][泪]@Hi_?少爷 @Mr_JayChan @ZA指尖
0	回复@钟文凯: 到底是他 还是 我？[抓狂] //@钟文凯:英版Six Memos for the Next Millennium里是"When I woke up..." 我不懂西语，但原文前半句似乎无主语... 醒来时，恐龙还在。呵呵 //@张永和:回复@Mr不思?: 看来真是 他， 我 错了。 感谢！
0	木有过程图,木有产品po,只有无尽的美图秀秀……单反下的毛孔无所遁形啊[泪] 大家随便看看，轻拍哈！
0	目前为止听到的最好的声音[good]//@啾啾PlusOne: 太感动了T-T宇宙好声音[泪]...//@姚晨: 亲，我在你的歌声里哭了...[din白旗]//@俞白眉: 正宗好凉茶正宗好声音。加油，你是最棒的！！//@赵赵: 好听[爱你]//@乔小?: 太好?了，想起了太多往事。//@白洱: 听哭了
0	@北方的纳努克 你也是靠卖碟的成长起来的。//@马良: [泪]同意标题。//@朱骞://@沈奶油: 十五年前在曲阜路的阁楼上李氏兄弟的家，进去是音乐海洋，有点脏，一般我喜欢她老婆在的时候买，他懂行情，要价高，小时候华亭路，亚新后面的电子市场和苏北姐妹的盗版小店好货不少，人生多少十年。
0	[偷笑]江湖人称崔大善人[鼓掌][鼓掌] //@莫小奇棋://@中俊崔春婷:回复@贡乔卓玛:几员大将[嘻嘻]自投罗网[泪] //@贡乔卓玛:恭贺崔总收新人[偷笑] //@中俊崔春婷:无利不起早[偷笑] //@金牌厨师--磊磊: [偷笑][偷笑]我有好大姐 //@中俊崔春婷:回复@蔡文军V:这天大的秘密都泄露无疑了？@江荣生
0	感冒真痛苦！[委屈][睡觉][失望]
0	总裁杯羽毛球比赛迟到，被罚了三百[泪]请假不管用啊！
0	昨晚在大沼泽地，遇到原住民的热烈欢迎，上来就是又亲又啃，弄得我措手不及，怎么赶也赶不走。我用中英文说：菩萨们啊，我远道而来，不容易啊，别这样好吗？太主动了！[月亮] 早晨醒来，粗略地查了下，上上下下不只30个大红包！连某些地方都不放过啊！[衰] Mosquito~~ 我在:http://t.cn/zYv8Tkd
0	…深闺怨妇飘过… //@上线月下: //@超级khuntoria控：萌  //@哈困那维塔塔:这小眼神里隐藏了多少复杂的情愫？被PD摆一刀的尴尬？遇见她的手足无措？对阿宝的小小埋怨？她在乎了。。。蕾蕾已经不是当年的蕾蕾了[泪]  //
0	你是让我去跑么[衰]
0	//@顾长卫://@左小祖咒: //@姚晨:祈祷战士们平安！[泪][蜡烛]
0	好久没练瑜珈，今天去上了一节课，当做到撑拉动作时，教练指着我说，哎哎哎，那位同学，你不要做了，你就这么趴着就行，趴着就行！。。。太伤人了[泪]好歹我也是练过的[泪]
0	@徐大胖妞 好像从这周就开始虐了 不想看了[泪]
0	带个老外徒弟真心不容易啊[泪][汗]，不过想到明天可以开始我的悠长假期就无比嗨森[哈哈] 我在:http://t.cn/z8nOHFe
0	这个数字有点恐怖。[衰]//@薛蛮子: //@老榕:山西忻州一个地方就3万？
0	有些忘记真是不可饶恕，比如我总是忘记回公司的路线，比如我忘记了自己食指上的戒指竟然跑去揉眼睛[汗]一个是失业，一个是毁容，这一大早的让我情何以堪啊[泪]
0	#下班欢乐多# 相传，齐国有战神兰陵王长相俊美，常年以面具示人，有一天，他终于露出了真面目?????（转）不要黑我四爷…………[泪]
0	哎~受不了了！狗狗走好！[泪] //@迎风流泪王小姐:我能明白这种痛。尊重生命是最起码的。 //@马伊?:我绝不养狗，因为我知道不能承受失去它的痛苦... //@樱桃心心2011:我是不养狗的，但是既然付了钱，上得了飞机就应该负责安全！这一样是一种付费有偿服务！//@翟昌瑾小小小小小小朋友: [泪][泪][蜡烛]//
0	原来洗牙需要定期执行阿！天天出血[衰]明儿去医院问问 //@营养医师王兴国:最有效的措施是去口腔科洗牙，定期洗牙；偶尔有效的措施是服用VC；无效措施是牛黄解毒片（其效果与啥也不做相当?会自行好转的）。
0	//@何兵: 转 //@章立凡: 毛粉说了，不准追问“文革”发动者的责任，否则就是“报私仇”[抓狂]……
0	刚才困到不行，躺下又精神啦，已经几晚没怎么睡了，睡个觉怎么就那么难？！！！[泪]
0	快板《同仁堂》。。。//@Francesca依旧在等逃避星人回来:让我听见你的声音  好像有滴凄凉//@Grace_YueSe:As long as you love me //@阿咚咚咚喵: 爱有路可退[抓狂] //@gugu需要勤俭节约:月迷风影，感觉好凄惨//@灰_______: Be strong...好
0	?底?了[汗]明天站哪是???[泪]?明天打兔子去
0	哎！这就是时代下的人们！呸，不对。~~[怒骂]
0	吃的七零八落才想起照相[衰] 
0	//@daizw2006：[失望] //@钱文忠：还没有找到，拜托大家再转转//@菜花朵朵开放：//@陈季泓: //@一毛: //@戏剧小宝贝：//@方哥888: //@微笑的白羊龙女：大家一起转//@电台梦晓：祝福老人家早日回家[心] // @钱文忠 : 请大家帮助，发文者是我熟悉的好朋友
0	[衰]@糖药七小七 @大寒江 //@Shania108: @简单_就是顺其自然
0	求我和她的合影！！！[晕]
0	所有人都说我胖了@静建俊城 @快乐素彤 苏@卢全荣elva  @青岛马琳 ，只有@QTV大豆  说没有，大骗子！[泪]
0	下一阶段的奋斗目标是把作息固定调整在2am前睡觉！[熊猫]立志改变我的晚睡拖延症！[抓狂]我都有眼袋啦！[失望][泪]
0	l[泪]
0	被质疑的时候十分委屈，只有心理肮脏的人才会心口不一并以自己的习惯去揣摩别人的行为[怒]
0	[怒][怒] //@Meng-F:无良司机额！！
0	完成法定工作时间后，@礼志 编辑部又继续非法了多时，猛然间某人提出今天是4月1日，这日子都过荒了，连一个谎话都没来得及说[失望]能＂说谎＂说明还有激情，如果连谎都懒得说了那就是真荒了。
0	身为资深受迫害妄想症，我极度怀疑这是一种类似电话响一声就挂的骗术。今天收到2次了，都没字。之前的短信删了，不知道是否同一个号码。[晕]
0	//@任卫新: 必转！[怒骂]//@夹帧: 值班编辑发错图了，看“发自于ios” ，明显不是手机，应该是苹果电脑。淡定些吧！[汗]//@伟荣P实说: //@上海老哥: [吃惊]
0	回复@杨锦麟:[晕]还有这么多朋友在。。。 //@杨锦麟:吓我一跳，还以为是墓地呢。 //@梁锦江: 是谁帮我改名？[晕]  //@Fatcat的一些事一些情:吓xi我勒。。我还以为是@梁锦江 呢。。哈哈~~[哈哈][哈哈]原来是梁锦松。[衰][衰] //@梁锦江:是谁帮我改名？[晕]
0	在狮子会的大家庭里，那里有需要，那里就有爱! //@心灵之旅倩瑜狮姐:[鼓掌] //@可可西里101:[泪]你们是孩子的贵人！为孩子的事连续几晚深夜开会筹款！老天爷一定会庇佑小杜好//@善泽旗峰狮爱莞邑//@狮海扬波@V陆照祥@大地主--狮子会孙大圣@广东狮子会@广东狮子会和谐服务队@广东狮子会火天丰德队@狮家
0	太可怜了，快救[泪]
0	开始了，happy hour，33一瓶。帝都人民真心伤不起[怒] 回头带半只庸记烧鹅回去。最好的手信啊
0	时间不早了，各位吃货晚安，明天一起床，你们就会发现一件令人悲伤的事情，那就是：再过两天就要上班了[泪]
0	这两天一直和总部交涉2013年商业计划、发展目标、总部就是总部、三个人欺负我一个人、我认输了、因为这三人说的确实有道理、账算得精准。[泪]
0	有的是机会 //@如意说相声: //@忽略的马甲: [衰]周六运动会 去不鸟...55555....//@宏春社后援会: 10月22日（周六）14：50 红星第二届北京青年相声节#获奖专场# 西大望路 顺兴老茶楼 顺兴相声大会 [跳舞花] 祝贺获奖演员
0	真的耶，我也是打小儿看你的节目????????????吓大的[鼓掌] //@文怡:回复@Wsunny灬:我就。。。。。。怒摔[怒][怒][怒][怒] //@Wsunny灬:关注那么久，看了这张图才知道你就是我小时候看做菜的主持人，我了个去，小时候就想吃你做的菜
0	人最可贵的是有自知之明，最可怕的也是自知之明，我向往那个愣头青的年代，谁也看不上，谁也瞧不起，我什么都不是但是我就是最牛的，有了自知之明那就太可怕了，知道什么是好的，知道什么是对的，可自己就是达不到，唉，别抱怨了，抓紧吧[泪] 我在这里:http://t.cn/8kRRpHe
0	//@紫燕雅然: 回复@一斗自然全:美妙意境... //@一斗自然全:杏子梢头香蕾破，淡红褪白咽脂?。 //@紫燕雅然:诗家偏为此伤情，品韵由来无人争。解笑亦应兼解语，只应慵语倩莺声。【唐.司徒空】 //@塞外江南的围脖:不会吧，在则克太或71团都有房间呀？[晕]
0	这里的交通真是伤不起，8：00堵到10：00还堵[泪][泪][泪]
0	我最爱吃什么呢？[偷笑] //@幺蛾子来了:这。不。科。学。[抓狂][抓狂][抓狂][抓狂]  //@DJ陈弓:什么可以唤醒我？@黄小丁molly:@箫大帮主箫鸣 @DJ陈弓 @DJ勤妹 @熊丽电台 @盛博 @主播高峰 @DJ飞飞哥 @幺蛾子来了 @seven陈浩 @主播羽佳 @陈倩冰 @赵剑_恶魔吹着笛子来
0	[晕]为什么呢？//@陶然万柳世界://@新出版张金: 引起关注了~//@永恒铁牛: @叶新 @新出版张金 又一批出版社挨批了 今年出版行业事多
0	这是我的[泪]
0	现在山寨太多了！！连老柯也被人山寨鸟[泪] [抓狂] ！@大董大懂 @好酒好蔡   @乌托邦大观园主 @郑宇晖 ，请多当心！！！
0	转！救急！//@高诗语:@徐德亮 @愤怒的黄猫猫爱迟到 有人能协助我一下吗？很想救它[抓狂][泪]
0	真的是社会新闻看多了，导致每次有人来送外卖送快递时，我都会伪装成家里还有另一个人的样子，在门口二逼兮兮喊老公快去关水关灯什么的，然后再若无其事地打开门[泪][泪] 这个鲜活的例子，献给传播学中李普曼的拟态环境。@郭庆光_人语天声
0	照相时候点的眼神永远那么猥琐 [衰]
0	申城是哪里，子地是哪里? //@王小亚:申城[衰]
0	//@她的双城记: 其实复古系列性价比的确不错，适合瘦长型男//@P党老大ivoryso: 回复@delia0816:咣咣铛铛的[泪] //@delia0816:嗯，真遗憾 //@P党老大ivoryso:回复@豆包:我买了只发现噪音很大[晕][泪] //@豆包:歪七扭八，不成样子。。。。。。 //@P党老大ivoryso:豆哥那只现摔成咋样啦？
0	[失望]//@王克勤: //@大爱清尘: 【640余万词条，唯“尘肺病”最令人窒息！】
0	好累，[悲伤]都懒得下班了???辛苦了一天又一天，连个水果都吃不上[怒骂]?我们总是被人遗忘的一群人。。。。[泪]
0	来公司拿粉色b版打样，热的快化了[衰][衰]
0	同样做节目，同样是女人，为什么有的姑娘一下直播就有饭局，而我辈只能望图充饥，还频频被几个＂居心叵测＂的坏银@来@去！我，实在忍无可忍，决定报复自己[怒]。@董克平  看我的榴莲汤圆，@大董大懂 出品，轻轻咬破，香浓的榴莲汁液滑入口中，随之而来的还有丝丝缕缕的清甜椰香。
0	小时候超爱的，一直忘了叫什么，终于找到了。[泪]
0	@李静 ：亲爱的，你这次是真没唱跑调……可是……你肿么了？我们并没有唱「张三的歌」啊[汗][汗]……我们那天唱的是「恋曲90」……[泪][泪][泪]
0	服务态度巨查，半天没人管连水都不给上@美团 你坑爹啊第一次在你家消费就这样什么服务态度，最牛的是饮料随便喝竟然连可乐都没有，饮料杯也很牛，我这叫一个恨[泪]!!!@CNTV潘卫 @大龄儿童瞌睡兔 @暴风轩少 @金莹大拿  @满座 @拉手网 @窝窝团 @高棚团购
0	[晕]咳。。
0	伟大的母爱！ //@Simonbao:感动，怎样伟大的感情才能反本能//@Dream-Reality-2012: 感动!//@懒人姚小六:[蜡烛]//@韩仁均叔叔:[蜡烛]//@左小祖咒: [蜡烛] //@意见不反馈:[泪]//@章立凡: [蜡烛][伤心]
0	[赞]//@粤语金曲精选: 听过周杰伦的《#枫#》吧！听过刘?宏的《#彩虹天堂#》吧！那你知道这两首歌是连续的吗？讲述一个爱情故事[泪]
0	为了有更好的客户体验，我们是允许客户点菜的。这也就给生产和服务带来一系列的麻烦。大家都理解一批菜的产量都是由地到高再到底。举例如苦瓜，刚采收的时候可能一天只有20份，放在点菜单上，大家如果点的多了，就有可能不够分，势必就得给一些客户打电话要求换菜，招客户烦，怎么解决呢[抓狂]
0	[抓狂]下午茶来件＂香芒拿破伦＂怎么样？
0	这个是财经类杂志标准。时尚文艺类就更寒酸了。好佩服时下胆敢卖文为生的童鞋吖[泪] //@光远看经济:欧美的专栏作家是很风光的，稿费完全可以让其生活的很风光。我们现在的报纸稿酬，1字1元的已属很高。这样的稿费，维持生活是比较难的。好在，中国的专栏作家很少靠写稿活着。
0	我想，今天，也该我赢了吧[抓狂]@韩力 （向新来咱家男左女右的朋友们解释一下，我拄拐是因为我节前踢球把脚腕子伤了，俩月以后拆石膏）
0	[生病] //@三颗猫饼: @人不阿Q没法活 [泪] //@高山编辑:拯救书店！
0	回家屋里一团漆黑屋里却有个影子晃动，吓了自己一跳，以为是鬼，全当它是个影子好了，夜晚11点独自夺门而出中行建行跑了一大圈电都没买到,跑到工行密码又出了错误，真是感谢陌生人用她的卡帮我买了电。这世界还是热心人多热爱生活的人多，可有的人真的活着也不过只是这个地球上的一个寄生虫而已。[怒]
0	意大利的兄弟姐妹们说说情况啊 //@RedRocks: 啊！！！！！！！！！！！！！！！！！！！ My FERRA ！！！ 我的城堡，那个坐在窗框上看着城堡的夜晚。。。。 //@颜小孩:[泪][泪][泪]正好一年时间了 好喜欢这座城市啊 我心爱的大公城堡什么情况了  在意大利的童鞋们吱一声 [泪][泪][泪
0	为什么我的东西总是买回来不久就莫名坏掉？[抓狂]#唯一的解释就是它们不太喜欢我这个主人#[泪]
0	第一次来中日友好医院，比其他医院略干净些；家人生病无论大小都让人揪心，加强锻炼，远离疾病啊！这里的饮料机怎么买不了热饮哇[抓狂]
0	#黄山 DAY2#关于黄山上吃什么？以北海宾馆为例，早餐自助70，午餐120，晚餐140/人，单点的话像木耳炒蛋56，青椒肉丝108~ 看的我都不敢点荤的[抓狂] 不过味道真的好！后来看到挑山工，忽然理解这价格了。
0	//@山右一仁王中文://@沈阳张晶: //@王艳-博士猫: 这条总结得好，言简意赅，转！春天不远了，盼夏俊峰回家！ //@沈阳张晶://@舒可心: [怒骂]坚决反对死刑！死刑，只会加大社会不同群体之间的仇恨，不会实现社会的共同和谐。而且，死刑判决也和其他判决一样会有错误，那么将无法弥补！
0	唉~还能说什么呢~永远也回不来了~ //@阿勒锦八戒:哎……幸，我见过你……[泪]
0	为一己之私伤害动物的人可耻！[怒] //@爱转转_: [泪]
0	[衰]人家WWE可是假摔啊，太猛了这俩//@马翔-梦想游戏: 全世界求2位男猪脚的联系方式//@马翔-梦想游戏: 无敌了，强烈推荐 PS:谁能帮我找到这2个人，我要他们来公司做动作，重谢重谢
0	经过寿星小淘气和小朋友的折腾，家里乱得跟花果山似的[汗][泪]。收拾收拾，就这么地吧。强迫症是做不了父母的[嘻嘻][嘻嘻]。画张小画休息一下[馋嘴]
0	进9球，这是篮球么[衰]//@老沉: 进9球，一度3比3，广州球迷幸福呀！
0	回复 @sslida:非常? [泪]清澈?底的 //@sslida:你们纯吗? //@蔡小爆:@蔡蔡只是路人乙 [乾杯]
0	//@陈羽凡: 台前幕后的兄弟姐妹都很辛苦；这是我们选择的生存方式，一份工作；乐此不疲是种精神，是种态度，是热爱的证明，有时是不让爱我们的人去担心我们的借口，是继续奋斗的理由，是#天天向上#人生路面上留下的脚印。。。（因近期奔波缺少睡眠，嗓音状态欠佳[抓狂]还望你包容理解）
0	贱男 //@?缺缺Maus:能人肉吖的么？ //@索毛毛Katze:大清早看到这个真他妈的窝火[怒][怒]
0	充当人生导师，并载入别人人生史册的事儿，我最爱啦！[偷笑] //@IAM浩熙:不是说好了我自己发的吗[衰]
0	回复@YY的杯酒人生:下次少煮一份，平均分一下。 //@YY的杯酒人生:每人一碗[晕]
0	感觉今天又要失眠了[失望]
0	一下午的治疗终于结束了，难熬。[晕]Credit: H&M Jeans Jacket, H&M Shorts, Alexander Wang Tee, Celine Box, Super Glasses n my super 内联升.
0	#我发浴室，你猜酒店#无法触碰的奢华???你们谁要是住到这家酒店，求携带[泪]
0	[泪]//@创业家杂志://@厦门宏伟影像:每个英雄都有属于自己的时代
0	#谆客风景#横看成岭侧成峰，远近高低各不同――在下午的@CSCW-世界虹吸壶中国赛区 评委会议上。这两天评委们辛苦了~当然还有我们的可爱的选手们！[泪]其中不乏第一次参赛的选手呢，比赛的心情忐忑不？
0	给小岳同学讲＜我爸爸＞，故事的最后说儿子爱爸爸，爸爸也爱儿子。讲完之后，我对小岳同学说我爱他，结果他回了一句：＂我不爱你，我们互相都不爱＂我痛心疾首的追问为什么，他说：＂爱就是不爱，不爱就是爱＂[晕][晕]我得承认，当时我蒙了！这孩子脑子里装的都是些什么呀？
0	求?注 //@无畏大乐://@穿越寒冬狂想曲: 好孩子，快回家吧，这么冷的天你有口热饭吃有个暖被窝吗？外面除了汹涌的车海就是无情贪吃的人类，宝贝儿快快回家吧,痛恨不负责任的领养人！[泪]@?物求救?息中心@齐秦@漳州市小动物科学养护救助中心@Ev1ll [话筒][话筒][话筒]
0	分享图片上面是藏香猪,下面是藏香猪的肉,想想也许有些残忍,前些日子有个猪妈妈没奶了,就改为人妈喂养给它喝牛奶,几只小猪天天围着山里的嫂子,[可怜][泪]山里的嫂子说你们不许杀我每天喂奶的小猪.....
0	积重难返的艺术教育，非一人之过[怒]
0	二十几年的老机器鼓捣一下还挺像样，功率灵敏度丝毫不输现役机器。。。重要的是，一百多块钱[晕]
0	不错[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][悲伤]
0	[泪][泪]//@子孟zimo:为嘛我看见这张照片想起98抗洪抢险[汗]
0	回复@叶江海_:胃口太好[偷笑] //@叶江海_:哎，想打包都没得打，吃完了！！[泪]
0	[泪] http://t.cn/zYQGClv
0	到家了饿了[抓狂]
0	最近的微信变成了游戏机，每天上线都是送你一颗心，送我一颗心；微博就是个大广告页，放眼望去，大家在参加什么有奖活动一目了然，但是扒拉半天也不知道我的小伙伴儿们最近都在干什么……[泪]
0	春天在哪里呀，春天在哪里，春天就在库肯霍夫的花园里[花]一直以为自己是大长腿，结果每次来荷兰租自行车都够不到脚蹬子的时候，心嘎嘣就碎了[伤心]今天看了花园还骑车在乡间小路上逛了一会儿，用AS30V拍了点视频，虽然转机转的又累又折腾，还是心满意足滴~唯一的遗憾就是木有找到“国泰”
0	债 //@???: ? //@罗永浩:Ulay 只不过是她的灵魂伴侣，为什么要长那么帅？//@柯蓝: 债[泪]//@曾克:[泪]//@许小诺外号是小飞侠: 此恨绵绵～
0	看来我们食堂大姐的肉饼已经有点名气了[酷] //@曹蕾cl:回复@月上柳梢:自从我们家定了@诺亚有机 的菜，改素食了，纯菜香啊 //@月上柳梢:太素了！我要吃肉饼！@诺亚有机  家大姐做的那种！[泪][泪][泪]
0	再多来几次北京上海当日往返我真心会沦为反人类反社会分子[晕]
0	美女老板卖桃花酿，妙杀文君!亲们努力加餐吧...[哈哈]//@懒人业余餐厅厦门店: 我们也觉得这个老板很美！[偷笑]可惜没觉得另一老板更帅么？[衰]
